Komoditas,no,name,level,Provinsi,Bulan,Harga,Tanggal
Beras,II,Banten,1,Banten,Dec 2024,14800,2024-12-01
Beras,II,Banten,1,Banten,Jan 2025,14950,2025-01-01
Beras,II,Banten,1,Banten,Feb 2025,14950,2025-02-01
Beras,II,Banten,1,Banten,Mar 2025,14850,2025-03-01
Beras,II,Banten,1,Banten,Apr 2025,14650,2025-04-01
Beras,II,Banten,1,Banten,May 2025,14550,2025-05-01
Beras,II,Banten,1,Banten,Jun 2025,14800,2025-06-01
Beras,II,Banten,1,Banten,Jul 2025,15600,2025-07-01
Beras,II,Banten,1,Banten,Aug 2025,15600,2025-08-01
Beras,II,Banten,1,Banten,Sep 2025,15500,2025-09-01
Beras,II,Banten,1,Banten,Oct 2025,15450,2025-10-01
Beras,II,Banten,1,Banten,Nov 2025,15000,2025-11-01
Beras,II,Banten,1,Banten,Dec 2025,14950,2025-12-01
Beras,II,Banten,1,Banten,Jan 2026,14950,2026-01-01
Beras,II,Banten,1,Banten,Feb 2026,15050,2026-02-01
Beras,II,Banten,1,Banten,Mar 2026,15400,2026-03-01
Beras,II,Banten,1,Banten,Apr 2026,15650,2026-04-01
Beras,II,Bengkulu,1,Bengkulu,Jan 2024,14950,2024-01-01
Beras,II,Bengkulu,1,Bengkulu,Feb 2024,15450,2024-02-01
Beras,II,Bengkulu,1,Bengkulu,Mar 2024,15900,2024-03-01
Beras,II,Bengkulu,1,Bengkulu,Apr 2024,15700,2024-04-01
Beras,II,Bengkulu,1,Bengkulu,May 2024,15200,2024-05-01
Beras,II,Bengkulu,1,Bengkulu,Jun 2024,15150,2024-06-01
Beras,II,Bengkulu,1,Bengkulu,Jul 2024,15150,2024-07-01
Beras,II,Bengkulu,1,Bengkulu,Aug 2024,15200,2024-08-01
Beras,II,Bengkulu,1,Bengkulu,Sep 2024,15250,2024-09-01
Beras,II,Bengkulu,1,Bengkulu,Oct 2024,15200,2024-10-01
Beras,II,Bengkulu,1,Bengkulu,Nov 2024,15200,2024-11-01
Beras,II,Bengkulu,1,Bengkulu,Dec 2024,15150,2024-12-01
Beras,II,Bengkulu,1,Bengkulu,Jan 2025,15150,2025-01-01
Beras,II,Bengkulu,1,Bengkulu,Feb 2025,15200,2025-02-01
Beras,II,Bengkulu,1,Bengkulu,Mar 2025,15250,2025-03-01
Beras,II,Bengkulu,1,Bengkulu,Apr 2025,15300,2025-04-01
Beras,II,Bengkulu,1,Bengkulu,May 2025,15300,2025-05-01
Beras,II,Bengkulu,1,Bengkulu,Jun 2025,15400,2025-06-01
Beras,II,Bengkulu,1,Bengkulu,Jul 2025,15550,2025-07-01
Beras,II,Bengkulu,1,Bengkulu,Aug 2025,15650,2025-08-01
Beras,II,Bengkulu,1,Bengkulu,Sep 2025,15550,2025-09-01
Beras,II,Bengkulu,1,Bengkulu,Oct 2025,15550,2025-10-01
Beras,II,Bengkulu,1,Bengkulu,Nov 2025,15500,2025-11-01
Beras,II,Bengkulu,1,Bengkulu,Dec 2025,15500,2025-12-01
Beras,II,Bengkulu,1,Bengkulu,Jan 2026,15500,2026-01-01
Beras,II,Bengkulu,1,Bengkulu,Feb 2026,15450,2026-02-01
Beras,II,Bengkulu,1,Bengkulu,Mar 2026,15400,2026-03-01
Beras,II,Bengkulu,1,Bengkulu,Apr 2026,15450,2026-04-01
Beras,II,DI Yogyakarta,1,DI,Jan 2024,14050,2024-01-01
Beras,II,DI Yogyakarta,1,DI,Feb 2024,15200,2024-02-01
Beras,II,DI Yogyakarta,1,DI,Mar 2024,15300,2024-03-01
Beras,II,DI Yogyakarta,1,DI,Apr 2024,15150,2024-04-01
Beras,II,DI Yogyakarta,1,DI,May 2024,14900,2024-05-01
Beras,II,DI Yogyakarta,1,DI,Jun 2024,14250,2024-06-01
Beras,II,DI Yogyakarta,1,DI,Jul 2024,14250,2024-07-01
Beras,II,DI Yogyakarta,1,DI,Aug 2024,14250,2024-08-01
Beras,II,DI Yogyakarta,1,DI,Sep 2024,14250,2024-09-01
Beras,II,DI Yogyakarta,1,DI,Oct 2024,14250,2024-10-01
Beras,II,DI Yogyakarta,1,DI,Nov 2024,14200,2024-11-01
Beras,II,DI Yogyakarta,1,DI,Dec 2024,14150,2024-12-01
Beras,II,DI Yogyakarta,1,DI,Jan 2025,14150,2025-01-01
Beras,II,DI Yogyakarta,1,DI,Feb 2025,14150,2025-02-01
Beras,II,DI Yogyakarta,1,DI,Mar 2025,14300,2025-03-01
Beras,II,DI Yogyakarta,1,DI,Apr 2025,14300,2025-04-01
Beras,II,DI Yogyakarta,1,DI,May 2025,14300,2025-05-01
Beras,II,DI Yogyakarta,1,DI,Jun 2025,14300,2025-06-01
Beras,II,DI Yogyakarta,1,DI,Jul 2025,14450,2025-07-01
Beras,II,DI Yogyakarta,1,DI,Aug 2025,14450,2025-08-01
Beras,II,DI Yogyakarta,1,DI,Sep 2025,14250,2025-09-01
Beras,II,DI Yogyakarta,1,DI,Oct 2025,14200,2025-10-01
Beras,II,DI Yogyakarta,1,DI,Nov 2025,14200,2025-11-01
Beras,II,DI Yogyakarta,1,DI,Dec 2025,14200,2025-12-01
Beras,II,DI Yogyakarta,1,DI,Jan 2026,14200,2026-01-01
Beras,II,DI Yogyakarta,1,DI,Feb 2026,14200,2026-02-01
Beras,II,DI Yogyakarta,1,DI,Mar 2026,14200,2026-03-01
Beras,II,DI Yogyakarta,1,DI,Apr 2026,14200,2026-04-01
Beras,II,DKI Jakarta,1,DKI,Jan 2024,15450,2024-01-01
Beras,II,DKI Jakarta,1,DKI,Feb 2024,16000,2024-02-01
Beras,II,DKI Jakarta,1,DKI,Mar 2024,16150,2024-03-01
Beras,II,DKI Jakarta,1,DKI,Apr 2024,15750,2024-04-01
Beras,II,DKI Jakarta,1,DKI,May 2024,15500,2024-05-01
Beras,II,DKI Jakarta,1,DKI,Jun 2024,15450,2024-06-01
Beras,II,DKI Jakarta,1,DKI,Jul 2024,15650,2024-07-01
Beras,II,DKI Jakarta,1,DKI,Aug 2024,15650,2024-08-01
Beras,II,DKI Jakarta,1,DKI,Sep 2024,15550,2024-09-01
Beras,II,DKI Jakarta,1,DKI,Oct 2024,15550,2024-10-01
Beras,II,DKI Jakarta,1,DKI,Nov 2024,15450,2024-11-01
Beras,II,DKI Jakarta,1,DKI,Dec 2024,15500,2024-12-01
Beras,II,DKI Jakarta,1,DKI,Jan 2025,15700,2025-01-01
Beras,II,DKI Jakarta,1,DKI,Feb 2025,15700,2025-02-01
Beras,II,DKI Jakarta,1,DKI,Mar 2025,15700,2025-03-01
Beras,II,DKI Jakarta,1,DKI,Apr 2025,15700,2025-04-01
Beras,II,DKI Jakarta,1,DKI,May 2025,15650,2025-05-01
Beras,II,DKI Jakarta,1,DKI,Jun 2025,15950,2025-06-01
Beras,II,DKI Jakarta,1,DKI,Jul 2025,16150,2025-07-01
Beras,II,DKI Jakarta,1,DKI,Aug 2025,16250,2025-08-01
Beras,II,DKI Jakarta,1,DKI,Sep 2025,16300,2025-09-01
Beras,II,DKI Jakarta,1,DKI,Oct 2025,16300,2025-10-01
Beras,II,DKI Jakarta,1,DKI,Nov 2025,16300,2025-11-01
Beras,II,DKI Jakarta,1,DKI,Dec 2025,16300,2025-12-01
Beras,II,DKI Jakarta,1,DKI,Jan 2026,16400,2026-01-01
Beras,II,DKI Jakarta,1,DKI,Feb 2026,16550,2026-02-01
Beras,II,DKI Jakarta,1,DKI,Mar 2026,16700,2026-03-01
Beras,II,DKI Jakarta,1,DKI,Apr 2026,16800,2026-04-01
Beras,II,Gorontalo,1,Gorontalo,Jan 2024,14550,2024-01-01
Beras,II,Gorontalo,1,Gorontalo,Feb 2024,15250,2024-02-01
Beras,II,Gorontalo,1,Gorontalo,Mar 2024,17650,2024-03-01
Beras,II,Gorontalo,1,Gorontalo,Apr 2024,15900,2024-04-01
Beras,II,Gorontalo,1,Gorontalo,May 2024,14750,2024-05-01
Beras,II,Gorontalo,1,Gorontalo,Jun 2024,14500,2024-06-01
Beras,II,Gorontalo,1,Gorontalo,Jul 2024,14400,2024-07-01
Beras,II,Gorontalo,1,Gorontalo,Aug 2024,14700,2024-08-01
Beras,II,Gorontalo,1,Gorontalo,Sep 2024,14750,2024-09-01
Beras,II,Gorontalo,1,Gorontalo,Oct 2024,14600,2024-10-01
Beras,II,Gorontalo,1,Gorontalo,Nov 2024,14500,2024-11-01
Beras,II,Gorontalo,1,Gorontalo,Dec 2024,14550,2024-12-01
Beras,II,Gorontalo,1,Gorontalo,Jan 2025,14550,2025-01-01
Beras,II,Gorontalo,1,Gorontalo,Feb 2025,14700,2025-02-01
Beras,II,Gorontalo,1,Gorontalo,Mar 2025,14750,2025-03-01
Beras,II,Gorontalo,1,Gorontalo,Apr 2025,14750,2025-04-01
Beras,II,Gorontalo,1,Gorontalo,May 2025,14750,2025-05-01
Beras,II,Gorontalo,1,Gorontalo,Jun 2025,15400,2025-06-01
Beras,II,Gorontalo,1,Gorontalo,Jul 2025,16300,2025-07-01
Beras,II,Gorontalo,1,Gorontalo,Aug 2025,16900,2025-08-01
Beras,II,Gorontalo,1,Gorontalo,Sep 2025,16800,2025-09-01
Beras,II,Gorontalo,1,Gorontalo,Oct 2025,16450,2025-10-01
Beras,II,Gorontalo,1,Gorontalo,Nov 2025,15950,2025-11-01
Beras,II,Gorontalo,1,Gorontalo,Dec 2025,15550,2025-12-01
Beras,II,Gorontalo,1,Gorontalo,Jan 2026,15250,2026-01-01
Beras,II,Gorontalo,1,Gorontalo,Feb 2026,15200,2026-02-01
Beras,II,Gorontalo,1,Gorontalo,Mar 2026,15100,2026-03-01
Beras,II,Gorontalo,1,Gorontalo,Apr 2026,15100,2026-04-01
Beras,II,Jambi,1,Jambi,Jan 2024,14150,2024-01-01
Beras,II,Jambi,1,Jambi,Feb 2024,14300,2024-02-01
Beras,II,Jambi,1,Jambi,Mar 2024,14750,2024-03-01
Beras,II,Jambi,1,Jambi,Apr 2024,14700,2024-04-01
Beras,II,Jambi,1,Jambi,May 2024,14650,2024-05-01
Beras,II,Jambi,1,Jambi,Jun 2024,14600,2024-06-01
Beras,II,Jambi,1,Jambi,Jul 2024,14650,2024-07-01
Beras,II,Jambi,1,Jambi,Aug 2024,14750,2024-08-01
Beras,II,Jambi,1,Jambi,Sep 2024,15000,2024-09-01
Beras,II,Jambi,1,Jambi,Oct 2024,15050,2024-10-01
Beras,II,Jambi,1,Jambi,Nov 2024,15050,2024-11-01
Beras,II,Jambi,1,Jambi,Dec 2024,15050,2024-12-01
Beras,II,Jambi,1,Jambi,Jan 2025,15050,2025-01-01
Beras,II,Jambi,1,Jambi,Feb 2025,15050,2025-02-01
Beras,II,Jambi,1,Jambi,Mar 2025,15050,2025-03-01
Beras,II,Jambi,1,Jambi,Apr 2025,15050,2025-04-01
Beras,II,Jambi,1,Jambi,May 2025,15150,2025-05-01
Beras,II,Jambi,1,Jambi,Jun 2025,15300,2025-06-01
Beras,II,Jambi,1,Jambi,Jul 2025,15400,2025-07-01
Beras,II,Jambi,1,Jambi,Aug 2025,15400,2025-08-01
Beras,II,Jambi,1,Jambi,Sep 2025,15400,2025-09-01
Beras,II,Jambi,1,Jambi,Oct 2025,15400,2025-10-01
Beras,II,Jambi,1,Jambi,Nov 2025,15400,2025-11-01
Beras,II,Jambi,1,Jambi,Dec 2025,15400,2025-12-01
Beras,II,Jambi,1,Jambi,Jan 2026,15400,2026-01-01
Beras,II,Jambi,1,Jambi,Feb 2026,15400,2026-02-01
Beras,II,Jambi,1,Jambi,Mar 2026,15400,2026-03-01
Beras,II,Jambi,1,Jambi,Apr 2026,15550,2026-04-01
Beras,II,Jawa Timur,1,Jawa,Jan 2024,13900,2024-01-01
Beras,II,Jawa Barat,1,Jawa,Jan 2024,14250,2024-01-01
Beras,II,Jawa Tengah,1,Jawa,Jan 2024,14050,2024-01-01
Beras,II,Jawa Timur,1,Jawa,Feb 2024,15050,2024-02-01
Beras,II,Jawa Barat,1,Jawa,Feb 2024,15500,2024-02-01
Beras,II,Jawa Tengah,1,Jawa,Feb 2024,15150,2024-02-01
Beras,II,Jawa Timur,1,Jawa,Mar 2024,15200,2024-03-01
Beras,II,Jawa Barat,1,Jawa,Mar 2024,15750,2024-03-01
Beras,II,Jawa Tengah,1,Jawa,Mar 2024,15400,2024-03-01
Beras,II,Jawa Timur,1,Jawa,Apr 2024,14700,2024-04-01
Beras,II,Jawa Barat,1,Jawa,Apr 2024,15250,2024-04-01
Beras,II,Jawa Tengah,1,Jawa,Apr 2024,14950,2024-04-01
Beras,II,Jawa Timur,1,Jawa,May 2024,14000,2024-05-01
Beras,II,Jawa Barat,1,Jawa,May 2024,14600,2024-05-01
Beras,II,Jawa Tengah,1,Jawa,May 2024,14500,2024-05-01
Beras,II,Jawa Timur,1,Jawa,Jun 2024,14000,2024-06-01
Beras,II,Jawa Barat,1,Jawa,Jun 2024,14500,2024-06-01
Beras,II,Jawa Tengah,1,Jawa,Jun 2024,14450,2024-06-01
Beras,II,Jawa Timur,1,Jawa,Jul 2024,14150,2024-07-01
Beras,II,Jawa Barat,1,Jawa,Jul 2024,14600,2024-07-01
Beras,II,Jawa Tengah,1,Jawa,Jul 2024,14550,2024-07-01
Beras,II,Jawa Timur,1,Jawa,Aug 2024,14050,2024-08-01
Beras,II,Jawa Barat,1,Jawa,Aug 2024,14600,2024-08-01
Beras,II,Jawa Tengah,1,Jawa,Aug 2024,14550,2024-08-01
Beras,II,Jawa Timur,1,Jawa,Sep 2024,14100,2024-09-01
Beras,II,Jawa Barat,1,Jawa,Sep 2024,14600,2024-09-01
Beras,II,Jawa Tengah,1,Jawa,Sep 2024,14600,2024-09-01
Beras,II,Jawa Timur,1,Jawa,Oct 2024,14100,2024-10-01
Beras,II,Jawa Barat,1,Jawa,Oct 2024,14550,2024-10-01
Beras,II,Jawa Tengah,1,Jawa,Oct 2024,14650,2024-10-01
Beras,II,Jawa Timur,1,Jawa,Nov 2024,14000,2024-11-01
Beras,II,Jawa Barat,1,Jawa,Nov 2024,14550,2024-11-01
Beras,II,Jawa Tengah,1,Jawa,Nov 2024,14500,2024-11-01
Beras,II,Jawa Timur,1,Jawa,Dec 2024,14050,2024-12-01
Beras,II,Jawa Barat,1,Jawa,Dec 2024,14600,2024-12-01
Beras,II,Jawa Tengah,1,Jawa,Dec 2024,14500,2024-12-01
Beras,II,Jawa Timur,1,Jawa,Jan 2025,14100,2025-01-01
Beras,II,Jawa Barat,1,Jawa,Jan 2025,14650,2025-01-01
Beras,II,Jawa Tengah,1,Jawa,Jan 2025,14550,2025-01-01
Beras,II,Jawa Timur,1,Jawa,Feb 2025,14150,2025-02-01
Beras,II,Jawa Barat,1,Jawa,Feb 2025,14550,2025-02-01
Beras,II,Jawa Tengah,1,Jawa,Feb 2025,14550,2025-02-01
Beras,II,Jawa Timur,1,Jawa,Mar 2025,14250,2025-03-01
Beras,II,Jawa Barat,1,Jawa,Mar 2025,14600,2025-03-01
Beras,II,Jawa Tengah,1,Jawa,Mar 2025,14700,2025-03-01
Beras,II,Jawa Timur,1,Jawa,Apr 2025,14200,2025-04-01
Beras,II,Jawa Barat,1,Jawa,Apr 2025,14600,2025-04-01
Beras,II,Jawa Tengah,1,Jawa,Apr 2025,14750,2025-04-01
Beras,II,Jawa Timur,1,Jawa,May 2025,14250,2025-05-01
Beras,II,Jawa Barat,1,Jawa,May 2025,14600,2025-05-01
Beras,II,Jawa Tengah,1,Jawa,May 2025,14750,2025-05-01
Beras,II,Jawa Timur,1,Jawa,Jun 2025,14500,2025-06-01
Beras,II,Jawa Barat,1,Jawa,Jun 2025,14700,2025-06-01
Beras,II,Jawa Tengah,1,Jawa,Jun 2025,14900,2025-06-01
Beras,II,Jawa Timur,1,Jawa,Jul 2025,14650,2025-07-01
Beras,II,Jawa Barat,1,Jawa,Jul 2025,14800,2025-07-01
Beras,II,Jawa Tengah,1,Jawa,Jul 2025,14950,2025-07-01
Beras,II,Jawa Timur,1,Jawa,Aug 2025,14750,2025-08-01
Beras,II,Jawa Barat,1,Jawa,Aug 2025,14850,2025-08-01
Beras,II,Jawa Tengah,1,Jawa,Aug 2025,15000,2025-08-01
Beras,II,Jawa Timur,1,Jawa,Sep 2025,14800,2025-09-01
Beras,II,Jawa Barat,1,Jawa,Sep 2025,14900,2025-09-01
Beras,II,Jawa Tengah,1,Jawa,Sep 2025,15100,2025-09-01
Beras,II,Jawa Timur,1,Jawa,Oct 2025,14800,2025-10-01
Beras,II,Jawa Barat,1,Jawa,Oct 2025,14900,2025-10-01
Beras,II,Jawa Tengah,1,Jawa,Oct 2025,15100,2025-10-01
Beras,II,Jawa Timur,1,Jawa,Nov 2025,14650,2025-11-01
Beras,II,Jawa Barat,1,Jawa,Nov 2025,14800,2025-11-01
Beras,II,Jawa Tengah,1,Jawa,Nov 2025,15050,2025-11-01
Beras,II,Jawa Timur,1,Jawa,Dec 2025,14600,2025-12-01
Beras,II,Jawa Barat,1,Jawa,Dec 2025,14800,2025-12-01
Beras,II,Jawa Tengah,1,Jawa,Dec 2025,15050,2025-12-01
Beras,II,Jawa Timur,1,Jawa,Jan 2026,14550,2026-01-01
Beras,II,Jawa Barat,1,Jawa,Jan 2026,14850,2026-01-01
Beras,II,Jawa Tengah,1,Jawa,Jan 2026,15000,2026-01-01
Beras,II,Jawa Timur,1,Jawa,Feb 2026,14600,2026-02-01
Beras,II,Jawa Barat,1,Jawa,Feb 2026,14900,2026-02-01
Beras,II,Jawa Tengah,1,Jawa,Feb 2026,15150,2026-02-01
Beras,II,Jawa Timur,1,Jawa,Mar 2026,14700,2026-03-01
Beras,II,Jawa Barat,1,Jawa,Mar 2026,15050,2026-03-01
Beras,II,Jawa Tengah,1,Jawa,Mar 2026,15300,2026-03-01
Beras,II,Jawa Timur,1,Jawa,Apr 2026,14750,2026-04-01
Beras,II,Jawa Barat,1,Jawa,Apr 2026,15150,2026-04-01
Beras,II,Jawa Tengah,1,Jawa,Apr 2026,15350,2026-04-01
Beras,II,Kalimantan Selatan,1,Kalimantan,Jan 2024,17750,2024-01-01
Beras,II,Kalimantan Tengah,1,Kalimantan,Jan 2024,18800,2024-01-01
Beras,II,Kalimantan Timur,1,Kalimantan,Jan 2024,15200,2024-01-01
Beras,II,Kalimantan Barat,1,Kalimantan,Jan 2024,15650,2024-01-01
Beras,II,Kalimantan Utara,1,Kalimantan,Jan 2024,16150,2024-01-01
Beras,II,Kalimantan Selatan,1,Kalimantan,Feb 2024,18000,2024-02-01
Beras,II,Kalimantan Tengah,1,Kalimantan,Feb 2024,19100,2024-02-01
Beras,II,Kalimantan Timur,1,Kalimantan,Feb 2024,15400,2024-02-01
Beras,II,Kalimantan Barat,1,Kalimantan,Feb 2024,15850,2024-02-01
Beras,II,Kalimantan Utara,1,Kalimantan,Feb 2024,16550,2024-02-01
Beras,II,Kalimantan Selatan,1,Kalimantan,Mar 2024,18600,2024-03-01
Beras,II,Kalimantan Tengah,1,Kalimantan,Mar 2024,19550,2024-03-01
Beras,II,Kalimantan Timur,1,Kalimantan,Mar 2024,16300,2024-03-01
Beras,II,Kalimantan Barat,1,Kalimantan,Mar 2024,16350,2024-03-01
Beras,II,Kalimantan Utara,1,Kalimantan,Mar 2024,16900,2024-03-01
Beras,II,Kalimantan Selatan,1,Kalimantan,Apr 2024,18600,2024-04-01
Beras,II,Kalimantan Tengah,1,Kalimantan,Apr 2024,19600,2024-04-01
Beras,II,Kalimantan Timur,1,Kalimantan,Apr 2024,16450,2024-04-01
Beras,II,Kalimantan Barat,1,Kalimantan,Apr 2024,16500,2024-04-01
Beras,II,Kalimantan Utara,1,Kalimantan,Apr 2024,17050,2024-04-01
Beras,II,Kalimantan Selatan,1,Kalimantan,May 2024,18850,2024-05-01
Beras,II,Kalimantan Tengah,1,Kalimantan,May 2024,19250,2024-05-01
Beras,II,Kalimantan Timur,1,Kalimantan,May 2024,16250,2024-05-01
Beras,II,Kalimantan Barat,1,Kalimantan,May 2024,16350,2024-05-01
Beras,II,Kalimantan Utara,1,Kalimantan,May 2024,16950,2024-05-01
Beras,II,Kalimantan Selatan,1,Kalimantan,Jun 2024,18700,2024-06-01
Beras,II,Kalimantan Tengah,1,Kalimantan,Jun 2024,19100,2024-06-01
Beras,II,Kalimantan Timur,1,Kalimantan,Jun 2024,16250,2024-06-01
Beras,II,Kalimantan Barat,1,Kalimantan,Jun 2024,16300,2024-06-01
Beras,II,Kalimantan Utara,1,Kalimantan,Jun 2024,16900,2024-06-01
Beras,II,Kalimantan Selatan,1,Kalimantan,Jul 2024,18600,2024-07-01
Beras,II,Kalimantan Tengah,1,Kalimantan,Jul 2024,19000,2024-07-01
Beras,II,Kalimantan Timur,1,Kalimantan,Jul 2024,16250,2024-07-01
Beras,II,Kalimantan Barat,1,Kalimantan,Jul 2024,16300,2024-07-01
Beras,II,Kalimantan Utara,1,Kalimantan,Jul 2024,16750,2024-07-01
Beras,II,Kalimantan Selatan,1,Kalimantan,Aug 2024,18550,2024-08-01
Beras,II,Kalimantan Tengah,1,Kalimantan,Aug 2024,19050,2024-08-01
Beras,II,Kalimantan Timur,1,Kalimantan,Aug 2024,16150,2024-08-01
Beras,II,Kalimantan Barat,1,Kalimantan,Aug 2024,16350,2024-08-01
Beras,II,Kalimantan Utara,1,Kalimantan,Aug 2024,16750,2024-08-01
Beras,II,Kalimantan Selatan,1,Kalimantan,Sep 2024,18350,2024-09-01
Beras,II,Kalimantan Tengah,1,Kalimantan,Sep 2024,18650,2024-09-01
Beras,II,Kalimantan Timur,1,Kalimantan,Sep 2024,16000,2024-09-01
Beras,II,Kalimantan Barat,1,Kalimantan,Sep 2024,16350,2024-09-01
Beras,II,Kalimantan Utara,1,Kalimantan,Sep 2024,16700,2024-09-01
Beras,II,Kalimantan Selatan,1,Kalimantan,Oct 2024,18300,2024-10-01
Beras,II,Kalimantan Tengah,1,Kalimantan,Oct 2024,18200,2024-10-01
Beras,II,Kalimantan Timur,1,Kalimantan,Oct 2024,16050,2024-10-01
Beras,II,Kalimantan Barat,1,Kalimantan,Oct 2024,16400,2024-10-01
Beras,II,Kalimantan Utara,1,Kalimantan,Oct 2024,16650,2024-10-01
Beras,II,Kalimantan Selatan,1,Kalimantan,Nov 2024,18000,2024-11-01
Beras,II,Kalimantan Tengah,1,Kalimantan,Nov 2024,18100,2024-11-01
Beras,II,Kalimantan Timur,1,Kalimantan,Nov 2024,16000,2024-11-01
Beras,II,Kalimantan Barat,1,Kalimantan,Nov 2024,16400,2024-11-01
Beras,II,Kalimantan Utara,1,Kalimantan,Nov 2024,16650,2024-11-01
Beras,II,Kalimantan Selatan,1,Kalimantan,Dec 2024,17600,2024-12-01
Beras,II,Kalimantan Tengah,1,Kalimantan,Dec 2024,18100,2024-12-01
Beras,II,Kalimantan Timur,1,Kalimantan,Dec 2024,16000,2024-12-01
Beras,II,Kalimantan Barat,1,Kalimantan,Dec 2024,16500,2024-12-01
Beras,II,Kalimantan Utara,1,Kalimantan,Dec 2024,16650,2024-12-01
Beras,II,Kalimantan Selatan,1,Kalimantan,Jan 2025,17300,2025-01-01
Beras,II,Kalimantan Tengah,1,Kalimantan,Jan 2025,17600,2025-01-01
Beras,II,Kalimantan Timur,1,Kalimantan,Jan 2025,15950,2025-01-01
Beras,II,Kalimantan Barat,1,Kalimantan,Jan 2025,16500,2025-01-01
Beras,II,Kalimantan Utara,1,Kalimantan,Jan 2025,16550,2025-01-01
Beras,II,Kalimantan Selatan,1,Kalimantan,Feb 2025,17050,2025-02-01
Beras,II,Kalimantan Tengah,1,Kalimantan,Feb 2025,17450,2025-02-01
Beras,II,Kalimantan Timur,1,Kalimantan,Feb 2025,15950,2025-02-01
Beras,II,Kalimantan Barat,1,Kalimantan,Feb 2025,16550,2025-02-01
Beras,II,Kalimantan Utara,1,Kalimantan,Feb 2025,16550,2025-02-01
Beras,II,Kalimantan Selatan,1,Kalimantan,Mar 2025,17100,2025-03-01
Beras,II,Kalimantan Tengah,1,Kalimantan,Mar 2025,17500,2025-03-01
Beras,II,Kalimantan Timur,1,Kalimantan,Mar 2025,15950,2025-03-01
Beras,II,Kalimantan Barat,1,Kalimantan,Mar 2025,16500,2025-03-01
Beras,II,Kalimantan Utara,1,Kalimantan,Mar 2025,16550,2025-03-01
Beras,II,Kalimantan Selatan,1,Kalimantan,Apr 2025,17100,2025-04-01
Beras,II,Kalimantan Tengah,1,Kalimantan,Apr 2025,17600,2025-04-01
Beras,II,Kalimantan Timur,1,Kalimantan,Apr 2025,15950,2025-04-01
Beras,II,Kalimantan Barat,1,Kalimantan,Apr 2025,16350,2025-04-01
Beras,II,Kalimantan Utara,1,Kalimantan,Apr 2025,16550,2025-04-01
Beras,II,Kalimantan Selatan,1,Kalimantan,May 2025,17100,2025-05-01
Beras,II,Kalimantan Tengah,1,Kalimantan,May 2025,17500,2025-05-01
Beras,II,Kalimantan Timur,1,Kalimantan,May 2025,15900,2025-05-01
Beras,II,Kalimantan Barat,1,Kalimantan,May 2025,16300,2025-05-01
Beras,II,Kalimantan Utara,1,Kalimantan,May 2025,16600,2025-05-01
Beras,II,Kalimantan Selatan,1,Kalimantan,Jun 2025,17200,2025-06-01
Beras,II,Kalimantan Tengah,1,Kalimantan,Jun 2025,17500,2025-06-01
Beras,II,Kalimantan Timur,1,Kalimantan,Jun 2025,16200,2025-06-01
Beras,II,Kalimantan Barat,1,Kalimantan,Jun 2025,16350,2025-06-01
Beras,II,Kalimantan Utara,1,Kalimantan,Jun 2025,16650,2025-06-01
Beras,II,Kalimantan Selatan,1,Kalimantan,Jul 2025,17300,2025-07-01
Beras,II,Kalimantan Tengah,1,Kalimantan,Jul 2025,17500,2025-07-01
Beras,II,Kalimantan Timur,1,Kalimantan,Jul 2025,16400,2025-07-01
Beras,II,Kalimantan Barat,1,Kalimantan,Jul 2025,16400,2025-07-01
Beras,II,Kalimantan Utara,1,Kalimantan,Jul 2025,16950,2025-07-01
Beras,II,Kalimantan Selatan,1,Kalimantan,Aug 2025,17400,2025-08-01
Beras,II,Kalimantan Tengah,1,Kalimantan,Aug 2025,17450,2025-08-01
Beras,II,Kalimantan Timur,1,Kalimantan,Aug 2025,16450,2025-08-01
Beras,II,Kalimantan Barat,1,Kalimantan,Aug 2025,16400,2025-08-01
Beras,II,Kalimantan Utara,1,Kalimantan,Aug 2025,17150,2025-08-01
Beras,II,Kalimantan Selatan,1,Kalimantan,Sep 2025,17450,2025-09-01
Beras,II,Kalimantan Tengah,1,Kalimantan,Sep 2025,17450,2025-09-01
Beras,II,Kalimantan Timur,1,Kalimantan,Sep 2025,16600,2025-09-01
Beras,II,Kalimantan Barat,1,Kalimantan,Sep 2025,16400,2025-09-01
Beras,II,Kalimantan Utara,1,Kalimantan,Sep 2025,17450,2025-09-01
Beras,II,Kalimantan Selatan,1,Kalimantan,Oct 2025,17450,2025-10-01
Beras,II,Kalimantan Tengah,1,Kalimantan,Oct 2025,17550,2025-10-01
Beras,II,Kalimantan Timur,1,Kalimantan,Oct 2025,16500,2025-10-01
Beras,II,Kalimantan Barat,1,Kalimantan,Oct 2025,16400,2025-10-01
Beras,II,Kalimantan Utara,1,Kalimantan,Oct 2025,17300,2025-10-01
Beras,II,Kalimantan Selatan,1,Kalimantan,Nov 2025,17450,2025-11-01
Beras,II,Kalimantan Tengah,1,Kalimantan,Nov 2025,17600,2025-11-01
Beras,II,Kalimantan Timur,1,Kalimantan,Nov 2025,16300,2025-11-01
Beras,II,Kalimantan Barat,1,Kalimantan,Nov 2025,16500,2025-11-01
Beras,II,Kalimantan Utara,1,Kalimantan,Nov 2025,17250,2025-11-01
Beras,II,Kalimantan Selatan,1,Kalimantan,Dec 2025,17550,2025-12-01
