Komoditas,no,name,level,Provinsi,Bulan,Harga,Tanggal
Bawang Merah,II,Aceh,1,Aceh,Jan 2024,40950,2024-01-01
Bawang Merah,II,Aceh,1,Aceh,Feb 2024,36850,2024-02-01
Bawang Merah,II,Aceh,1,Aceh,Mar 2024,38300,2024-03-01
Bawang Merah,II,Aceh,1,Aceh,Apr 2024,51500,2024-04-01
Bawang Merah,II,Aceh,1,Aceh,May 2024,59050,2024-05-01
Bawang Merah,II,Aceh,1,Aceh,Jun 2024,51800,2024-06-01
Bawang Merah,II,Aceh,1,Aceh,Jul 2024,36050,2024-07-01
Bawang Merah,II,Aceh,1,Aceh,Aug 2024,26700,2024-08-01
Bawang Merah,II,Aceh,1,Aceh,Sep 2024,28050,2024-09-01
Bawang Merah,II,Aceh,1,Aceh,Oct 2024,31900,2024-10-01
Bawang Merah,II,Aceh,1,Aceh,Nov 2024,37400,2024-11-01
Bawang Merah,II,Aceh,1,Aceh,Dec 2024,38650,2024-12-01
Bawang Merah,II,Aceh,1,Aceh,Jan 2025,44400,2025-01-01
Bawang Merah,II,Aceh,1,Aceh,Feb 2025,36350,2025-02-01
Bawang Merah,II,Aceh,1,Aceh,Mar 2025,40200,2025-03-01
Bawang Merah,II,Aceh,1,Aceh,Apr 2025,44950,2025-04-01
Bawang Merah,II,Aceh,1,Aceh,May 2025,42100,2025-05-01
Bawang Merah,II,Aceh,1,Aceh,Jun 2025,39300,2025-06-01
Bawang Merah,II,Aceh,1,Aceh,Jul 2025,45050,2025-07-01
Bawang Merah,II,Aceh,1,Aceh,Aug 2025,57700,2025-08-01
Bawang Merah,II,Aceh,1,Aceh,Sep 2025,43500,2025-09-01
Bawang Merah,II,Aceh,1,Aceh,Oct 2025,36200,2025-10-01
Bawang Merah,II,Aceh,1,Aceh,Nov 2025,36100,2025-11-01
Bawang Merah,II,Aceh,1,Aceh,Dec 2025,50900,2025-12-01
Bawang Merah,II,Aceh,1,Aceh,Jan 2026,43250,2026-01-01
Bawang Merah,II,Aceh,1,Aceh,Feb 2026,37550,2026-02-01
Bawang Merah,II,Aceh,1,Aceh,Mar 2026,37600,2026-03-01
Bawang Merah,II,Aceh,1,Aceh,Apr 2026,39500,2026-04-01
Bawang Merah,II,Bali,1,Bali,Jan 2024,34450,2024-01-01
Bawang Merah,II,Bali,1,Bali,Feb 2024,27350,2024-02-01
Bawang Merah,II,Bali,1,Bali,Mar 2024,28000,2024-03-01
Bawang Merah,II,Bali,1,Bali,Apr 2024,38550,2024-04-01
Bawang Merah,II,Bali,1,Bali,May 2024,44050,2024-05-01
Bawang Merah,II,Bali,1,Bali,Jun 2024,31250,2024-06-01
Bawang Merah,II,Bali,1,Bali,Jul 2024,25400,2024-07-01
Bawang Merah,II,Bali,1,Bali,Aug 2024,22050,2024-08-01
Bawang Merah,II,Bali,1,Bali,Sep 2024,24050,2024-09-01
Bawang Merah,II,Bali,1,Bali,Oct 2024,24400,2024-10-01
Bawang Merah,II,Bali,1,Bali,Nov 2024,33450,2024-11-01
Bawang Merah,II,Bali,1,Bali,Dec 2024,36100,2024-12-01
Bawang Merah,II,Bali,1,Bali,Jan 2025,35900,2025-01-01
Bawang Merah,II,Bali,1,Bali,Feb 2025,28450,2025-02-01
Bawang Merah,II,Bali,1,Bali,Mar 2025,35950,2025-03-01
Bawang Merah,II,Bali,1,Bali,Apr 2025,45250,2025-04-01
Bawang Merah,II,Bali,1,Bali,May 2025,33950,2025-05-01
Bawang Merah,II,Bali,1,Bali,Jun 2025,33850,2025-06-01
Bawang Merah,II,Bali,1,Bali,Jul 2025,40200,2025-07-01
Bawang Merah,II,Bali,1,Bali,Aug 2025,45050,2025-08-01
Bawang Merah,II,Bali,1,Bali,Sep 2025,34300,2025-09-01
Bawang Merah,II,Bali,1,Bali,Oct 2025,35100,2025-10-01
Bawang Merah,II,Bali,1,Bali,Nov 2025,39500,2025-11-01
Bawang Merah,II,Bali,1,Bali,Dec 2025,50600,2025-12-01
Bawang Merah,II,Bali,1,Bali,Jan 2026,38400,2026-01-01
Bawang Merah,II,Bali,1,Bali,Feb 2026,36800,2026-02-01
Bawang Merah,II,Bali,1,Bali,Mar 2026,39750,2026-03-01
Bawang Merah,II,Bali,1,Bali,Apr 2026,42050,2026-04-01
Bawang Merah,II,Banten,1,Banten,Jan 2024,34750,2024-01-01
Bawang Merah,II,Banten,1,Banten,Feb 2024,33600,2024-02-01
Bawang Merah,II,Banten,1,Banten,Mar 2024,35600,2024-03-01
Bawang Merah,II,Banten,1,Banten,Apr 2024,58450,2024-04-01
Bawang Merah,II,Banten,1,Banten,May 2024,52550,2024-05-01
Bawang Merah,II,Banten,1,Banten,Jun 2024,40800,2024-06-01
Bawang Merah,II,Banten,1,Banten,Jul 2024,29700,2024-07-01
Bawang Merah,II,Banten,1,Banten,Aug 2024,25400,2024-08-01
Bawang Merah,II,Banten,1,Banten,Sep 2024,26750,2024-09-01
Bawang Merah,II,Banten,1,Banten,Oct 2024,30500,2024-10-01
Bawang Merah,II,Banten,1,Banten,Nov 2024,41400,2024-11-01
Bawang Merah,II,Banten,1,Banten,Dec 2024,42900,2024-12-01
Bawang Merah,II,Banten,1,Banten,Jan 2025,36000,2025-01-01
Bawang Merah,II,Banten,1,Banten,Feb 2025,34200,2025-02-01
Bawang Merah,II,Banten,1,Banten,Mar 2025,52250,2025-03-01
Bawang Merah,II,Banten,1,Banten,Apr 2025,52600,2025-04-01
Bawang Merah,II,Banten,1,Banten,May 2025,41850,2025-05-01
Bawang Merah,II,Banten,1,Banten,Jun 2025,45600,2025-06-01
Bawang Merah,II,Banten,1,Banten,Jul 2025,52050,2025-07-01
Bawang Merah,II,Banten,1,Banten,Aug 2025,49450,2025-08-01
Bawang Merah,II,Banten,1,Banten,Sep 2025,40300,2025-09-01
Bawang Merah,II,Banten,1,Banten,Oct 2025,44600,2025-10-01
Bawang Merah,II,Banten,1,Banten,Nov 2025,45950,2025-11-01
Bawang Merah,II,Banten,1,Banten,Dec 2025,46150,2025-12-01
Bawang Merah,II,Banten,1,Banten,Jan 2026,38500,2026-01-01
Bawang Merah,II,Banten,1,Banten,Feb 2026,46900,2026-02-01
Bawang Merah,II,Banten,1,Banten,Mar 2026,45700,2026-03-01
Bawang Merah,II,Banten,1,Banten,Apr 2026,44850,2026-04-01
Bawang Merah,II,Bengkulu,1,Bengkulu,Jan 2024,37400,2024-01-01
Bawang Merah,II,Bengkulu,1,Bengkulu,Feb 2024,34900,2024-02-01
Bawang Merah,II,Bengkulu,1,Bengkulu,Mar 2024,38950,2024-03-01
Bawang Merah,II,Bengkulu,1,Bengkulu,Apr 2024,52350,2024-04-01
Bawang Merah,II,Bengkulu,1,Bengkulu,May 2024,56550,2024-05-01
Bawang Merah,II,Bengkulu,1,Bengkulu,Jun 2024,45200,2024-06-01
Bawang Merah,II,Bengkulu,1,Bengkulu,Jul 2024,33300,2024-07-01
Bawang Merah,II,Bengkulu,1,Bengkulu,Aug 2024,26250,2024-08-01
Bawang Merah,II,Bengkulu,1,Bengkulu,Sep 2024,27950,2024-09-01
Bawang Merah,II,Bengkulu,1,Bengkulu,Oct 2024,30650,2024-10-01
Bawang Merah,II,Bengkulu,1,Bengkulu,Nov 2024,39800,2024-11-01
Bawang Merah,II,Bengkulu,1,Bengkulu,Dec 2024,42550,2024-12-01
Bawang Merah,II,Bengkulu,1,Bengkulu,Jan 2025,40650,2025-01-01
Bawang Merah,II,Bengkulu,1,Bengkulu,Feb 2025,40000,2025-02-01
Bawang Merah,II,Bengkulu,1,Bengkulu,Mar 2025,45000,2025-03-01
Bawang Merah,II,Bengkulu,1,Bengkulu,Apr 2025,48900,2025-04-01
Bawang Merah,II,Bengkulu,1,Bengkulu,May 2025,46100,2025-05-01
Bawang Merah,II,Bengkulu,1,Bengkulu,Jun 2025,43600,2025-06-01
Bawang Merah,II,Bengkulu,1,Bengkulu,Jul 2025,51350,2025-07-01
Bawang Merah,II,Bengkulu,1,Bengkulu,Aug 2025,54550,2025-08-01
Bawang Merah,II,Bengkulu,1,Bengkulu,Sep 2025,41450,2025-09-01
Bawang Merah,II,Bengkulu,1,Bengkulu,Oct 2025,40700,2025-10-01
Bawang Merah,II,Bengkulu,1,Bengkulu,Nov 2025,41700,2025-11-01
Bawang Merah,II,Bengkulu,1,Bengkulu,Dec 2025,47350,2025-12-01
Bawang Merah,II,Bengkulu,1,Bengkulu,Jan 2026,41950,2026-01-01
Bawang Merah,II,Bengkulu,1,Bengkulu,Feb 2026,41100,2026-02-01
Bawang Merah,II,Bengkulu,1,Bengkulu,Mar 2026,40300,2026-03-01
Bawang Merah,II,Bengkulu,1,Bengkulu,Apr 2026,44950,2026-04-01
Bawang Merah,II,DI Yogyakarta,1,DI,Jan 2024,37100,2024-01-01
Bawang Merah,II,DI Yogyakarta,1,DI,Feb 2024,32950,2024-02-01
Bawang Merah,II,DI Yogyakarta,1,DI,Mar 2024,34450,2024-03-01
Bawang Merah,II,DI Yogyakarta,1,DI,Apr 2024,45900,2024-04-01
Bawang Merah,II,DI Yogyakarta,1,DI,May 2024,47650,2024-05-01
Bawang Merah,II,DI Yogyakarta,1,DI,Jun 2024,43200,2024-06-01
Bawang Merah,II,DI Yogyakarta,1,DI,Jul 2024,30550,2024-07-01
Bawang Merah,II,DI Yogyakarta,1,DI,Aug 2024,24750,2024-08-01
Bawang Merah,II,DI Yogyakarta,1,DI,Sep 2024,24500,2024-09-01
Bawang Merah,II,DI Yogyakarta,1,DI,Oct 2024,25350,2024-10-01
Bawang Merah,II,DI Yogyakarta,1,DI,Nov 2024,36850,2024-11-01
Bawang Merah,II,DI Yogyakarta,1,DI,Dec 2024,39300,2024-12-01
Bawang Merah,II,DI Yogyakarta,1,DI,Jan 2025,39600,2025-01-01
Bawang Merah,II,DI Yogyakarta,1,DI,Feb 2025,35200,2025-02-01
Bawang Merah,II,DI Yogyakarta,1,DI,Mar 2025,44400,2025-03-01
Bawang Merah,II,DI Yogyakarta,1,DI,Apr 2025,48800,2025-04-01
Bawang Merah,II,DI Yogyakarta,1,DI,May 2025,38100,2025-05-01
Bawang Merah,II,DI Yogyakarta,1,DI,Jun 2025,41000,2025-06-01
Bawang Merah,II,DI Yogyakarta,1,DI,Jul 2025,43500,2025-07-01
Bawang Merah,II,DI Yogyakarta,1,DI,Aug 2025,47000,2025-08-01
Bawang Merah,II,DI Yogyakarta,1,DI,Sep 2025,40450,2025-09-01
Bawang Merah,II,DI Yogyakarta,1,DI,Oct 2025,40700,2025-10-01
Bawang Merah,II,DI Yogyakarta,1,DI,Nov 2025,42000,2025-11-01
Bawang Merah,II,DI Yogyakarta,1,DI,Dec 2025,47450,2025-12-01
Bawang Merah,II,DI Yogyakarta,1,DI,Jan 2026,42950,2026-01-01
Bawang Merah,II,DI Yogyakarta,1,DI,Feb 2026,43650,2026-02-01
Bawang Merah,II,DI Yogyakarta,1,DI,Mar 2026,44500,2026-03-01
Bawang Merah,II,DI Yogyakarta,1,DI,Apr 2026,43450,2026-04-01
Bawang Merah,II,DKI Jakarta,1,DKI,Jan 2024,40250,2024-01-01
Bawang Merah,II,DKI Jakarta,1,DKI,Feb 2024,39500,2024-02-01
Bawang Merah,II,DKI Jakarta,1,DKI,Mar 2024,38950,2024-03-01
Bawang Merah,II,DKI Jakarta,1,DKI,Apr 2024,58450,2024-04-01
Bawang Merah,II,DKI Jakarta,1,DKI,May 2024,58200,2024-05-01
Bawang Merah,II,DKI Jakarta,1,DKI,Jun 2024,48200,2024-06-01
Bawang Merah,II,DKI Jakarta,1,DKI,Jul 2024,37200,2024-07-01
Bawang Merah,II,DKI Jakarta,1,DKI,Aug 2024,31850,2024-08-01
Bawang Merah,II,DKI Jakarta,1,DKI,Sep 2024,31850,2024-09-01
Bawang Merah,II,DKI Jakarta,1,DKI,Oct 2024,33500,2024-10-01
Bawang Merah,II,DKI Jakarta,1,DKI,Nov 2024,45750,2024-11-01
Bawang Merah,II,DKI Jakarta,1,DKI,Dec 2024,45200,2024-12-01
Bawang Merah,II,DKI Jakarta,1,DKI,Jan 2025,41600,2025-01-01
Bawang Merah,II,DKI Jakarta,1,DKI,Feb 2025,37250,2025-02-01
Bawang Merah,II,DKI Jakarta,1,DKI,Mar 2025,57900,2025-03-01
Bawang Merah,II,DKI Jakarta,1,DKI,Apr 2025,61800,2025-04-01
Bawang Merah,II,DKI Jakarta,1,DKI,May 2025,47850,2025-05-01
Bawang Merah,II,DKI Jakarta,1,DKI,Jun 2025,50750,2025-06-01
Bawang Merah,II,DKI Jakarta,1,DKI,Jul 2025,55700,2025-07-01
Bawang Merah,II,DKI Jakarta,1,DKI,Aug 2025,54500,2025-08-01
Bawang Merah,II,DKI Jakarta,1,DKI,Sep 2025,42100,2025-09-01
Bawang Merah,II,DKI Jakarta,1,DKI,Oct 2025,45600,2025-10-01
Bawang Merah,II,DKI Jakarta,1,DKI,Nov 2025,45450,2025-11-01
Bawang Merah,II,DKI Jakarta,1,DKI,Dec 2025,51100,2025-12-01
Bawang Merah,II,DKI Jakarta,1,DKI,Jan 2026,45650,2026-01-01
Bawang Merah,II,DKI Jakarta,1,DKI,Feb 2026,49100,2026-02-01
Bawang Merah,II,DKI Jakarta,1,DKI,Mar 2026,51200,2026-03-01
Bawang Merah,II,DKI Jakarta,1,DKI,Apr 2026,47550,2026-04-01
Bawang Merah,II,Gorontalo,1,Gorontalo,Jan 2024,46450,2024-01-01
Bawang Merah,II,Gorontalo,1,Gorontalo,Feb 2024,39550,2024-02-01
Bawang Merah,II,Gorontalo,1,Gorontalo,Mar 2024,36800,2024-03-01
Bawang Merah,II,Gorontalo,1,Gorontalo,Apr 2024,52350,2024-04-01
Bawang Merah,II,Gorontalo,1,Gorontalo,May 2024,50300,2024-05-01
Bawang Merah,II,Gorontalo,1,Gorontalo,Jun 2024,49550,2024-06-01
Bawang Merah,II,Gorontalo,1,Gorontalo,Jul 2024,38650,2024-07-01
Bawang Merah,II,Gorontalo,1,Gorontalo,Aug 2024,30600,2024-08-01
Bawang Merah,II,Gorontalo,1,Gorontalo,Sep 2024,36600,2024-09-01
Bawang Merah,II,Gorontalo,1,Gorontalo,Oct 2024,38350,2024-10-01
Bawang Merah,II,Gorontalo,1,Gorontalo,Nov 2024,48100,2024-11-01
Bawang Merah,II,Gorontalo,1,Gorontalo,Dec 2024,49050,2024-12-01
Bawang Merah,II,Gorontalo,1,Gorontalo,Jan 2025,41700,2025-01-01
Bawang Merah,II,Gorontalo,1,Gorontalo,Feb 2025,40150,2025-02-01
Bawang Merah,II,Gorontalo,1,Gorontalo,Mar 2025,48850,2025-03-01
Bawang Merah,II,Gorontalo,1,Gorontalo,Apr 2025,46500,2025-04-01
Bawang Merah,II,Gorontalo,1,Gorontalo,May 2025,42650,2025-05-01
Bawang Merah,II,Gorontalo,1,Gorontalo,Jun 2025,54750,2025-06-01
Bawang Merah,II,Gorontalo,1,Gorontalo,Jul 2025,58300,2025-07-01
Bawang Merah,II,Gorontalo,1,Gorontalo,Aug 2025,64650,2025-08-01
Bawang Merah,II,Gorontalo,1,Gorontalo,Sep 2025,46150,2025-09-01
Bawang Merah,II,Gorontalo,1,Gorontalo,Oct 2025,45750,2025-10-01
Bawang Merah,II,Gorontalo,1,Gorontalo,Nov 2025,43250,2025-11-01
Bawang Merah,II,Gorontalo,1,Gorontalo,Dec 2025,62100,2025-12-01
Bawang Merah,II,Gorontalo,1,Gorontalo,Jan 2026,50600,2026-01-01
Bawang Merah,II,Gorontalo,1,Gorontalo,Feb 2026,46000,2026-02-01
Bawang Merah,II,Gorontalo,1,Gorontalo,Mar 2026,50300,2026-03-01
Bawang Merah,II,Gorontalo,1,Gorontalo,Apr 2026,52150,2026-04-01
Bawang Merah,II,Jambi,1,Jambi,Jan 2024,33400,2024-01-01
Bawang Merah,II,Jambi,1,Jambi,Feb 2024,29650,2024-02-01
Bawang Merah,II,Jambi,1,Jambi,Mar 2024,36050,2024-03-01
Bawang Merah,II,Jambi,1,Jambi,Apr 2024,45050,2024-04-01
Bawang Merah,II,Jambi,1,Jambi,May 2024,47350,2024-05-01
Bawang Merah,II,Jambi,1,Jambi,Jun 2024,40950,2024-06-01
Bawang Merah,II,Jambi,1,Jambi,Jul 2024,28050,2024-07-01
Bawang Merah,II,Jambi,1,Jambi,Aug 2024,21400,2024-08-01
Bawang Merah,II,Jambi,1,Jambi,Sep 2024,24150,2024-09-01
Bawang Merah,II,Jambi,1,Jambi,Oct 2024,27450,2024-10-01
Bawang Merah,II,Jambi,1,Jambi,Nov 2024,32550,2024-11-01
Bawang Merah,II,Jambi,1,Jambi,Dec 2024,34850,2024-12-01
Bawang Merah,II,Jambi,1,Jambi,Jan 2025,38800,2025-01-01
Bawang Merah,II,Jambi,1,Jambi,Feb 2025,32150,2025-02-01
Bawang Merah,II,Jambi,1,Jambi,Mar 2025,37400,2025-03-01
Bawang Merah,II,Jambi,1,Jambi,Apr 2025,41150,2025-04-01
Bawang Merah,II,Jambi,1,Jambi,May 2025,36500,2025-05-01
Bawang Merah,II,Jambi,1,Jambi,Jun 2025,36850,2025-06-01
Bawang Merah,II,Jambi,1,Jambi,Jul 2025,43600,2025-07-01
Bawang Merah,II,Jambi,1,Jambi,Aug 2025,47500,2025-08-01
Bawang Merah,II,Jambi,1,Jambi,Sep 2025,35400,2025-09-01
Bawang Merah,II,Jambi,1,Jambi,Oct 2025,31850,2025-10-01
Bawang Merah,II,Jambi,1,Jambi,Nov 2025,35150,2025-11-01
Bawang Merah,II,Jambi,1,Jambi,Dec 2025,42650,2025-12-01
Bawang Merah,II,Jambi,1,Jambi,Jan 2026,37500,2026-01-01
Bawang Merah,II,Jambi,1,Jambi,Feb 2026,35950,2026-02-01
Bawang Merah,II,Jambi,1,Jambi,Mar 2026,35900,2026-03-01
Bawang Merah,II,Jambi,1,Jambi,Apr 2026,38750,2026-04-01
Bawang Merah,II,Jawa Timur,1,Jawa,Jan 2024,33950,2024-01-01
Bawang Merah,II,Jawa Barat,1,Jawa,Jan 2024,35550,2024-01-01
Bawang Merah,II,Jawa Tengah,1,Jawa,Jan 2024,34200,2024-01-01
Bawang Merah,II,Jawa Timur,1,Jawa,Feb 2024,29050,2024-02-01
Bawang Merah,II,Jawa Barat,1,Jawa,Feb 2024,31900,2024-02-01
Bawang Merah,II,Jawa Tengah,1,Jawa,Feb 2024,30950,2024-02-01
Bawang Merah,II,Jawa Timur,1,Jawa,Mar 2024,30750,2024-03-01
Bawang Merah,II,Jawa Barat,1,Jawa,Mar 2024,33750,2024-03-01
Bawang Merah,II,Jawa Tengah,1,Jawa,Mar 2024,32100,2024-03-01
Bawang Merah,II,Jawa Timur,1,Jawa,Apr 2024,46850,2024-04-01
Bawang Merah,II,Jawa Barat,1,Jawa,Apr 2024,54500,2024-04-01
Bawang Merah,II,Jawa Tengah,1,Jawa,Apr 2024,50800,2024-04-01
Bawang Merah,II,Jawa Timur,1,Jawa,May 2024,49350,2024-05-01
Bawang Merah,II,Jawa Barat,1,Jawa,May 2024,51950,2024-05-01
Bawang Merah,II,Jawa Tengah,1,Jawa,May 2024,50100,2024-05-01
Bawang Merah,II,Jawa Timur,1,Jawa,Jun 2024,38850,2024-06-01
Bawang Merah,II,Jawa Barat,1,Jawa,Jun 2024,42150,2024-06-01
Bawang Merah,II,Jawa Tengah,1,Jawa,Jun 2024,40050,2024-06-01
Bawang Merah,II,Jawa Timur,1,Jawa,Jul 2024,26400,2024-07-01
Bawang Merah,II,Jawa Barat,1,Jawa,Jul 2024,31400,2024-07-01
Bawang Merah,II,Jawa Tengah,1,Jawa,Jul 2024,28950,2024-07-01
Bawang Merah,II,Jawa Timur,1,Jawa,Aug 2024,21450,2024-08-01
Bawang Merah,II,Jawa Barat,1,Jawa,Aug 2024,26700,2024-08-01
Bawang Merah,II,Jawa Tengah,1,Jawa,Aug 2024,23400,2024-08-01
Bawang Merah,II,Jawa Timur,1,Jawa,Sep 2024,23550,2024-09-01
Bawang Merah,II,Jawa Barat,1,Jawa,Sep 2024,27000,2024-09-01
Bawang Merah,II,Jawa Tengah,1,Jawa,Sep 2024,24900,2024-09-01
Bawang Merah,II,Jawa Timur,1,Jawa,Oct 2024,26400,2024-10-01
Bawang Merah,II,Jawa Barat,1,Jawa,Oct 2024,29750,2024-10-01
Bawang Merah,II,Jawa Tengah,1,Jawa,Oct 2024,27700,2024-10-01
Bawang Merah,II,Jawa Timur,1,Jawa,Nov 2024,36500,2024-11-01
Bawang Merah,II,Jawa Barat,1,Jawa,Nov 2024,39850,2024-11-01
Bawang Merah,II,Jawa Tengah,1,Jawa,Nov 2024,37350,2024-11-01
Bawang Merah,II,Jawa Timur,1,Jawa,Dec 2024,39200,2024-12-01
Bawang Merah,II,Jawa Barat,1,Jawa,Dec 2024,41500,2024-12-01
Bawang Merah,II,Jawa Tengah,1,Jawa,Dec 2024,39100,2024-12-01
Bawang Merah,II,Jawa Timur,1,Jawa,Jan 2025,36850,2025-01-01
Bawang Merah,II,Jawa Barat,1,Jawa,Jan 2025,37700,2025-01-01
Bawang Merah,II,Jawa Tengah,1,Jawa,Jan 2025,37000,2025-01-01
Bawang Merah,II,Jawa Timur,1,Jawa,Feb 2025,31500,2025-02-01
Bawang Merah,II,Jawa Barat,1,Jawa,Feb 2025,35050,2025-02-01
Bawang Merah,II,Jawa Tengah,1,Jawa,Feb 2025,33100,2025-02-01
Bawang Merah,II,Jawa Timur,1,Jawa,Mar 2025,43600,2025-03-01
Bawang Merah,II,Jawa Barat,1,Jawa,Mar 2025,52050,2025-03-01
Bawang Merah,II,Jawa Tengah,1,Jawa,Mar 2025,47100,2025-03-01
Bawang Merah,II,Jawa Timur,1,Jawa,Apr 2025,46450,2025-04-01
Bawang Merah,II,Jawa Barat,1,Jawa,Apr 2025,54900,2025-04-01
Bawang Merah,II,Jawa Tengah,1,Jawa,Apr 2025,49900,2025-04-01
Bawang Merah,II,Jawa Timur,1,Jawa,May 2025,37800,2025-05-01
Bawang Merah,II,Jawa Barat,1,Jawa,May 2025,42900,2025-05-01
Bawang Merah,II,Jawa Tengah,1,Jawa,May 2025,39350,2025-05-01
Bawang Merah,II,Jawa Timur,1,Jawa,Jun 2025,41100,2025-06-01
Bawang Merah,II,Jawa Barat,1,Jawa,Jun 2025,45700,2025-06-01
Bawang Merah,II,Jawa Tengah,1,Jawa,Jun 2025,43500,2025-06-01
Bawang Merah,II,Jawa Timur,1,Jawa,Jul 2025,44750,2025-07-01
Bawang Merah,II,Jawa Barat,1,Jawa,Jul 2025,51400,2025-07-01
Bawang Merah,II,Jawa Tengah,1,Jawa,Jul 2025,47700,2025-07-01
Bawang Merah,II,Jawa Timur,1,Jawa,Aug 2025,48050,2025-08-01
Bawang Merah,II,Jawa Barat,1,Jawa,Aug 2025,50700,2025-08-01
Bawang Merah,II,Jawa Tengah,1,Jawa,Aug 2025,49400,2025-08-01
Bawang Merah,II,Jawa Timur,1,Jawa,Sep 2025,35750,2025-09-01
Bawang Merah,II,Jawa Barat,1,Jawa,Sep 2025,39650,2025-09-01
Bawang Merah,II,Jawa Tengah,1,Jawa,Sep 2025,37900,2025-09-01
Bawang Merah,II,Jawa Timur,1,Jawa,Oct 2025,37250,2025-10-01
Bawang Merah,II,Jawa Barat,1,Jawa,Oct 2025,41350,2025-10-01
Bawang Merah,II,Jawa Tengah,1,Jawa,Oct 2025,38750,2025-10-01
Bawang Merah,II,Jawa Timur,1,Jawa,Nov 2025,41200,2025-11-01
Bawang Merah,II,Jawa Barat,1,Jawa,Nov 2025,43650,2025-11-01
Bawang Merah,II,Jawa Tengah,1,Jawa,Nov 2025,41900,2025-11-01
Bawang Merah,II,Jawa Timur,1,Jawa,Dec 2025,47350,2025-12-01
Bawang Merah,II,Jawa Barat,1,Jawa,Dec 2025,46150,2025-12-01
Bawang Merah,II,Jawa Tengah,1,Jawa,Dec 2025,46650,2025-12-01
Bawang Merah,II,Jawa Timur,1,Jawa,Jan 2026,37750,2026-01-01
Bawang Merah,II,Jawa Barat,1,Jawa,Jan 2026,39400,2026-01-01
Bawang Merah,II,Jawa Tengah,1,Jawa,Jan 2026,37800,2026-01-01
Bawang Merah,II,Jawa Timur,1,Jawa,Feb 2026,40550,2026-02-01
Bawang Merah,II,Jawa Barat,1,Jawa,Feb 2026,46200,2026-02-01
Bawang Merah,II,Jawa Tengah,1,Jawa,Feb 2026,42500,2026-02-01
Bawang Merah,II,Jawa Timur,1,Jawa,Mar 2026,40850,2026-03-01
Bawang Merah,II,Jawa Barat,1,Jawa,Mar 2026,45400,2026-03-01
Bawang Merah,II,Jawa Tengah,1,Jawa,Mar 2026,42800,2026-03-01
Bawang Merah,II,Jawa Timur,1,Jawa,Apr 2026,40250,2026-04-01
Bawang Merah,II,Jawa Barat,1,Jawa,Apr 2026,43400,2026-04-01
Bawang Merah,II,Jawa Tengah,1,Jawa,Apr 2026,40500,2026-04-01
Bawang Merah,II,Kalimantan Selatan,1,Kalimantan,Jan 2024,38000,2024-01-01
Bawang Merah,II,Kalimantan Tengah,1,Kalimantan,Jan 2024,42300,2024-01-01
Bawang Merah,II,Kalimantan Timur,1,Kalimantan,Jan 2024,45900,2024-01-01
Bawang Merah,II,Kalimantan Barat,1,Kalimantan,Jan 2024,38250,2024-01-01
Bawang Merah,II,Kalimantan Utara,1,Kalimantan,Jan 2024,51500,2024-01-01
Bawang Merah,II,Kalimantan Selatan,1,Kalimantan,Feb 2024,33200,2024-02-01
Bawang Merah,II,Kalimantan Tengah,1,Kalimantan,Feb 2024,36500,2024-02-01
Bawang Merah,II,Kalimantan Timur,1,Kalimantan,Feb 2024,40200,2024-02-01
Bawang Merah,II,Kalimantan Barat,1,Kalimantan,Feb 2024,35950,2024-02-01
Bawang Merah,II,Kalimantan Utara,1,Kalimantan,Feb 2024,47200,2024-02-01
Bawang Merah,II,Kalimantan Selatan,1,Kalimantan,Mar 2024,29700,2024-03-01
Bawang Merah,II,Kalimantan Tengah,1,Kalimantan,Mar 2024,35050,2024-03-01
Bawang Merah,II,Kalimantan Timur,1,Kalimantan,Mar 2024,36000,2024-03-01
Bawang Merah,II,Kalimantan Barat,1,Kalimantan,Mar 2024,34350,2024-03-01
Bawang Merah,II,Kalimantan Utara,1,Kalimantan,Mar 2024,42050,2024-03-01
Bawang Merah,II,Kalimantan Selatan,1,Kalimantan,Apr 2024,46800,2024-04-01
Bawang Merah,II,Kalimantan Tengah,1,Kalimantan,Apr 2024,43050,2024-04-01
Bawang Merah,II,Kalimantan Timur,1,Kalimantan,Apr 2024,47050,2024-04-01
Bawang Merah,II,Kalimantan Barat,1,Kalimantan,Apr 2024,39350,2024-04-01
Bawang Merah,II,Kalimantan Utara,1,Kalimantan,Apr 2024,49000,2024-04-01
Bawang Merah,II,Kalimantan Selatan,1,Kalimantan,May 2024,45500,2024-05-01
Bawang Merah,II,Kalimantan Tengah,1,Kalimantan,May 2024,47250,2024-05-01
Bawang Merah,II,Kalimantan Timur,1,Kalimantan,May 2024,49500,2024-05-01
Bawang Merah,II,Kalimantan Barat,1,Kalimantan,May 2024,44300,2024-05-01
Bawang Merah,II,Kalimantan Utara,1,Kalimantan,May 2024,53750,2024-05-01
Bawang Merah,II,Kalimantan Selatan,1,Kalimantan,Jun 2024,40700,2024-06-01
Bawang Merah,II,Kalimantan Tengah,1,Kalimantan,Jun 2024,43900,2024-06-01
Bawang Merah,II,Kalimantan Timur,1,Kalimantan,Jun 2024,43950,2024-06-01
Bawang Merah,II,Kalimantan Barat,1,Kalimantan,Jun 2024,41700,2024-06-01
Bawang Merah,II,Kalimantan Utara,1,Kalimantan,Jun 2024,48950,2024-06-01
Bawang Merah,II,Kalimantan Selatan,1,Kalimantan,Jul 2024,32200,2024-07-01
